Date;Catégorie;Titre;Réalisateur;Animateurs;Résumé;Lien Youtube
1997-06-22;Faune;Qui miel me suive (les abeilles) ;Pascal Léonard ;Fred et Jamy ;Fred et Jamy partent récolter du miel chez un apiculteur et nous parlent du monde fascinant des abeilles. Nous verrons que ces hyménoptères ne manquent pas de travail. Chacune d'elles doit remplir ses multiples missions : tenir la ruche, nourrir les larves, produire de la cire, fabriquer les alvéoles, butiner, transporter le pollen, faire le miel.... Jamy nous expliquera qu'est-ce qui différencie les abeilles, des guêpes, des frelons et des bourdons, les fonctions des abeilles ouvrières, comment les abeilles fabriquent-elles du miel etc;https://youtu.be/beHilRr8ULc
1997-10-05;Faune;Sur les traces des dinosaures ;Pascal Léonard ;Fred et Jamy ;Fred et Jamy nous emmènent sur la trace des dinosaures, sur le site de fouilles archéologiques d'Espéraza dans l'Aude. Nous les suivons dans la région de Carcassonne, où l'on met à jour des empreintes et des œufs de dinosaures. Fred nous fera découvrir comment dégager des os du sol et les identifier. Puis, nous irons dans un laboratoire de dégagement pour connaître les techniques qui permettent de retirer les fossiles de leur gangue de pierre. Jamy nous expliquera à quelle période ont vécu les dinosaures, leurs caractéristiques et pourquoi ils ont soudainement disparu de la Terre.;https://youtu.be/__Gch5i5OOQ
1998-04-08;Faune;Les crocodiles;Didier Fraisse ;Fred et Jamy ;Le camion de Fred et Jamy nous emmène à la ferme aux crocodiles de Pierrelatte dans la Drôme. Cette visite guidée va nous permettre de mieux connaître la famille des crocodiliens : crocodiles, alligators, caïmans... et d'apprendre à les distinguer. Fred nous expliquera quelles sont les conditions de vie des crocodiles que ce soit dans une serre ou dans leur milieu naturel. Il nous fera découvrir les petits crocodiles nés en captivité et assister au repas des adultes. Jamy nous expliquera pourquoi un crocodile a besoin de chaleur pour vivre et comment ces reptiles se reproduisent;https://youtu.be/ihpsBF8nvFo
1998-05-27;Faune;Drôles d'oiseaux, le parc ornithologique de Marquenterre;Pascal Léonard ;Fred et Jamy ;C'est au royaume des oiseaux, au parc ornithologique de Marquenterre, dans la baie de la Somme, que Fred et Jamy nous attendent équipés de leurs puissantes jumelles.  Qu'est-ce qui différencie le squelette d'un oiseau de celui d'un mammifère ? Pourquoi certains oiseaux migrent-ils ? Comment font-ils pour s'orienter ? Comment un œuf se forme-t-il ? Et comment l'oiseau se sert-il de ses ailes pour voler ?;https://youtu.be/wrZ1cwxt5DI
1998-09-13;Faune;Les primates ;Franck Chaudemanche ;Fred et Jamy ;Fred et Jamy nous emmènent au parc zoologique de Saint Martin la Plaine ainsi qu'au centre de primatologie de Strasbourg à la rencontre des primates… Le parc de Saint Martin la Plaine accueille plus de 18 espèces de primates. Nous verrons avec Fred quelles sont celles qui se rapprochent le plus de l'Homme ainsi que celles qui s'en éloignent et pourquoi. Nous découvrirons aussi par quels moyens ils communiquent et apprendrons que chaque espèce détient son propre langage. Puis Fred rencontrera un chercheur afin de savoir comment l'Homme et le singe peuvent vivre en harmonie. Jamy nous révélera ce qui caractérise les primates, il répondra à la question « l'Homme descend-il du singe » et comparera leurs patrimoines génétiques. Nous verrons aussi pourquoi les singes ne marchent pas debout et découvrirons la différence entre le cerveau d'un homme et celui d'un primate…;https://youtu.be/iCMJa3DhXaM
1998-10-04;Faune;Les papillons ;Pascal Léonard ;Fred et Jamy ;Fred et Jamy partent à la découverte des papillons ! Au programme, ambiance tropicale au sud-ouest de Paris, puis direction les Cévennes, pour découvrir l'économie de la soie et la filature du Mazel. Du monarque, qui parcourt 3500 km entre le Canada et le Mexique, au fameux ver à soie, nos deux compères nous emmènent à travers l'univers de ces insectes très particuliers. Comment la chenille se métamorphose-t-elle pour devenir papillon ? Pourquoi les papillons hibernent-ils ? Comment les chenilles fabriquent-elles la soie ? Comment les papillons se reproduisent-ils ?;https://youtu.be/Qf0y99eogAc
1998-11-01;Faune;Les ours ;Pascal Léonard ;Fred et Jamy ;Fred et Jamy nous emmènent dans le Béarn sur les traces des derniers ours des Pyrénées. Nos deux enquêteurs suivent les indices laissés par les ours lors de leur passage pour nous faire découvrir leur espace vital, les lieux où ils se nourrissent et la tanière où ils hibernent.;https://youtu.be/RAbTYst4e2M
1999-04-11;Faune;Les œufs ;Catherine Breton ;Fred et Jamy ;Fred et Jamy ont choisi de s'intéresser aux œufs et nous expliquent tout sur les premiers moments de la vie chez des animaux aussi différents que les papillons, les autruches, les serpents ou les hippocampes... Comment un œuf se forme-t-il ? Comment l'embryon qui s'y développe fait-il pour se nourrir et respirer ?Comment les modes de reproduction se sont-ils développés au cours de l'évolution ? Quels les soins les parents des différentes espèces prodiguent-ils à leurs œufs ?;https://youtu.be/8eQ0f1eQGGs
1999-04-18;Faune;Entre chiens et loups;Pascal Léonard ;Fred et Jamy ;Fred et Jamy nous emmènent à la découverte des loups du Gévaudan. Ils nous ouvrent les portes du parc Sainte Lucie qui abrite 30 loups de Mongolie en semi-liberté.Les loups sont des animaux sociaux dont la vie est extrêmement codifiée. Nous apprenons comment ils chassent, communiquent et se reproduisent. Quelle est la répartition géographique des loups aujourd'hui ? Quelles règles sociales régissent la vie des loups ? Comment s'organisent leurs territoires ? Pourquoi loups et chiens ont-ils l'odorat si développé ? Quel rôle le loup joue-t-il dans la chaîne de prédation ? Qu'est-ce qui rapproche le chien;https://youtu.be/DNwNVu3Sqhg
1999-09-26;Faune;La pêche : qui est au bout du fil ?;Catherine Breton ;Fred et Jamy ;Comment choisit-on les appâts ? Les poissons peuvent-ils voir les pêcheurs ? Ont-ils un odorat ? Pourquoi ne coulent-ils pas ? Comment un poisson blessé informe-t-il les autres du danger ? Fred et Jamy nous expliquent tout sur la pêche en eau douce. Pour cela, ils sont partis à la rencontre de pêcheurs avertis qui nous livrent leurs petits secrets... Nous découvrons avec eux qu'il faut donc bien connaître les goûts et les habitudes des poissons et développer mille ruses pour parvenir à les tenter. Et pour les attraper, tout est question de technique et d'adresse !;https://youtu.be/oKWglREK5jU
2000-09-10;Faune;Les dauphins;Catherine Breton ;Sabine, Fred et Jamy ;Cette semaine, Fred, Jamy et Sabine ont effectué une petite plongée en compagnie d'acrobates hors pair : les dauphins du Marineland d'Antibes. Excellents plongeurs, Sabine et Fred sont partis observer de près ces mammifères marins à l'éternel sourire. Avec aux, Sabine a réalisé quelques prouesses sous-marines dont on se souviendra longtemps. Créature terrestre à quatre pattes à leur origine, comment les dauphins sont-ils devenus des animaux marins ? Pourquoi classe-t-on les dauphins, les baleines et les orques dans la même famille ? Comment les dauphins, alors qu'ils respirent exactement comme nous, parviennent-ils à se maintenir plus d'un quart d'heure sous l'eau ? Comment utilisent-ils leurs sonars pour chasser et communiquer entre eux ? Comment leurs pattes sont-elles devenues des nageoires ?;https://youtu.be/Ci64dLXMKi4
2000-10-08;Faune;La transhumance;Franck Chaudemanche ;Sabine et Jamy ;Fred, Jamy et Sabine ont suivi un berger qui pratique encore la grande transhumance à pied. Durant 3 jours et 3 nuits, ils ont parcouru soixante kilomètres sur les routes de montagne en compagnie de plus de 1000 brebis et de leurs jeunes agneaux pour finalement atteindre les alpages verdoyants du Queyras, tout près de la frontière italienne. Pourquoi les bergers pratiquent-ils la transhumance ? Dans quelles régions de la France trouve-t-on encore des transhumances ? Pourquoi classe-t-on le mouton dans la même famille que la chèvre, la vache et l'antilope ? Tous les moutons ont-ils de la laine ? Pourquoi les isole-t-elle du froid ? Comment peut-on expliquer que les bergers français ne peuvent plus travailler sans l'aide des primes françaises et européennes ? Quel rôle les moutons jouent-ils dans l'entretien de la montagne ?;https://youtu.be/YKb4wN_K5Jw
2000-11-05;Faune;Les araignées;Lorraine Subra-Moreau ;Sabine et Jamy ;Fred, Jamy et Sabine nous entraînent cette semaine à la découverte des araignées. Il y a 300 millions d'années, les araignées étaient déjà présentes sur Terre, avant les dinosaures. Elles ont survécu aux catastrophes naturelles et se sont adaptées à presque tous les environnements. On les trouve n'importe où, à l'Equateur comme aux pôles, sous les pierres, dans les angles des murs, les volets, dans les arbres, dans la terre, et même dans l'eau. On en compte plus de 36 000 espèces dans le monde, dont 1500 vivent en France. Pourquoi l'araignée est-elle plus proche du scorpion que de la fourmi ? Comment l'araignée fabrique-t-elle son fil de soie ? Comment fait-elle pour tisser une toile aussi régulière et solide ? Comment liquéfie-t-elle ses proies avant de les manger ? Sur le dos de leur mère ou par la voie des airs, comment les petites araignées quittent-elles leur nid ?;https://youtu.be/kiiuEvONFAc
2001-02-04;Faune;Les félins;Franck Chaudemanche ;Sabine et Jamy ;Fred, Jamy et Sabine nous expliquent tout sur les félins, du petit chat domestique au tigre de Sumatra. Ils se sont rendus dans deux parcs zoologiques - l'un à Auneau et l'autre à Peaugres - qui offrent un petit tour d'horizon des félins du monde entier. Comment les félins se répartissent-ils sur la planète ? Comment leurs griffes fonctionnent-elles ? A quoi servent-elles ? Pourquoi ont-ils une formidable détente lorsqu'ils sautent ? Comment font-ils pour voir la nuit ? Pourquoi leur pupille est-elle en amande ? Comment les lions rugissent-ils ? Pour communiquer, les félins n'utilisent pas que des sons : ils émettent aussi des odeurs, des phéromones. Que disent-elles ?;https://youtu.be/gYeG-TLImlw
2001-06-03;Faune;Les amphibiens;Christophe Renon ;Sabine et Jamy ;Fred, Jamy et Sabine nous expliquent tout sur les grenouilles, les crapauds, les salamandres et autres amphibiens qui peuplent nos mares et nos forêts. L'ancêtre des amphibiens était un poisson un peu spécial muni de poumons et de nageoires latérales, qui finirent par se transformer en pattes. Quelle place les amphibiens occupent-ils dans l'histoire de l'évolution ? Entre forêts, jardins et mares, où les trouve-t-on ? Les grenouilles peuvent respirer au travers de leur peau toute fine. Mais comment font-elles ? Et pourquoi sautent-elles si bien ? Si une salamandre se coupe un doigt, celui-ci repousse. Pourquoi ont-elles cette chance et pas nous ?;https://youtu.be/k7wQgXjGtj8
2001-10-07;Faune;Face aux phasmes : de drôles d'insectes;Catherine Breton ;Sabine et Jamy ;Avec un million d'espèces connues, les insectes représentent le plus grand groupe du monde animal. On en trouve de toutes les tailles et de toutes les formes. Mais les plus curieux d'entre eux, ce sont les phasmes ! En forme de feuilles, de bâtons ou de brindilles épineuses, ces insectes se sont tellement bien adaptés à leur environnement qu'ils ont fini par lui ressembler. Et ces petites bêtes-là ne manquent pas d'imagination ! Pour se dissimuler aux yeux de leurs prédateurs, elles peuvent rester immobiles durant des heures ou osciller sur leur branche pour simuler la brise. Même leurs œufs ressemblent à s'y méprendre à des graines ! Fred, Jamy et Sabine nous expliquent tout sur ces drôles d'insectes.;https://youtu.be/wR_OD1stTCY
2002-10-06;Faune;Les serpents : des reptiles qui ont du charme ;Thierry Boscheron ;Sabine et Jamy ;Sans pattes, comment les serpents font-ils pour avancer ? A quoi leur sert la langue fourchue qu'ils agitent tout le temps ? D'où vient leur venin ? Comment arrivent-ils à manger des proies beaucoup plus grosses qu'eux ? C'est vrai que les serpents sont sourds comme des pots ? Fred, Jamy et Sabine nous font découvrir l'univers de ces reptiles beaucoup plus sympathiques qu'on ne l'imagine. Entre cobras à lunettes, pythons constricteurs, bébés boas et couleuvres multicolores, ils nous présentent les locataires de l'île aux serpents, un parc zoologique proche de Poitiers. Nous les retrouvons dans la forêt de Chizé pour découvrir avec eux les onze espèces de serpents qui vivent en France et ce qu'il faut faire en cas de morsure.;https://youtu.be/0TzcKioh2rg
2002-10-13;Faune;Les termites ;Catherine Breton ;Fred et Jamy ;Les termites ne sont pas seulement les dévoreurs des charpentes de nos maisons... Ce sont surtout des architectes hors pair et d'indispensables recycleurs ! Si on se penche un peu sur ces minuscules bestioles, on découvre des insectes sociaux passionnants, qui, avec leurs reines et leurs rois, leurs nurses, leurs soldats, leurs maçons et même leurs cultivateurs, n'ont rien à envier aux abeilles et aux fourmis ! C'est pas sorcier nous fait découvrir l'univers de ces petites bêtes gourmandes, à la fois utiles et encombrantes.;https://youtu.be/GqGRIMCu8g8
2002-11-10;Faune;Les tortues : quand les carapaces passent ;Catherine Breton ;Sabine, Fred et Jamy ;Cousine du serpent, du crocodile et du lézard, la tortue est apparue à peu près en même temps que les dinosaures. Après plus de 200 millions d'années d'évolution, la voici aujourd'hui qui, toujours armée de sa précieuse carapace, bat tranquillement des records de longévité parmi les vertébrés... Notre paisible reptile a conquis le tiers des océans et la moitié des terres émergées, supportant sans difficulté la vie dans le désert, se cachant dans les fonds boueux des marais, ou parcourant des milliers de kilomètres à travers les océans, lancé dans de très longues migrations. Entre Guyane et Corse, Fred, Jamy et Sabine nous font découvrir l'univers de ces passionnantes vieilles dames à carapace. D'où vient la carapace des tortues ? Comment font-elles pour disparaître à l'intérieur de cette drôle de boîte d'os ? Quelles routes les tortues Luth empruntent-elles quand elles migrent ? Comment le magnétisme terrestre les guide-t-il sur leur chemin ?;https://youtu.be/ZSZy2JGW4Fo
2003-06-01;Faune;Opération escargot ;Catherine Breton ;Fred et Jamy ;Escargot, limace ou bulot... Fred, Jamy et Sabine nous dressent le portrait des gastéropodes, ces drôles d'animaux qu'on croise un peu partout sans vraiment les connaître. Vous découvrirez ainsi que l'escargot est myope comme une taupe, sourd comme un pot et qu'il est la fois mâle et femelle ! Son point fort, c'est son énorme pied ventouse qui lui permet de se glisser partout... Lentement, mais sûrement ! Pourquoi l'escargot aime-t-il autant la pluie ? Cœur, poumons, reins... cerveau ? Qu'est-ce qui se cache sous sa coquille ? Et comment ce petit animal hermaphrodite fait-il pour se reproduire ?;https://youtu.be/G_zNM_7fJCE
2003-06-22;Faune;Un moustique, ça trompe énormément ;Christophe Renon ;Sabine et Jamy ;Cet été, vous ne pourrez pas leur échapper ! C'est à l'odeur et à la chaleur de votre peau, ainsi qu'au CO2 que vous dégagerez en respirant, que les moustiques vous repèreront. Il faut dire qu'ils sont équipés d'un remarquable arsenal de détection : une paire d'yeux à facettes, des antennes dont ils se servent comme un véritable nez, et surtout, une trompe. Pas celle d'un éléphant... mais plutôt une sorte de paille qu'ils plongent dans la peau de leur victime pour en pomper le sang. Pourquoi ça démange, une piqûre de moustique ? Pourquoi les femelles moustiques ont-elles besoin de sang alors que les mâles se régalent du nectar des fleurs ? Comment certains moustiques sont-ils devenus résistants aux insecticides ? Et pourquoi les moustiques tropicaux transmettent-ils des maladies graves, comme le paludisme ou la fièvre jaune ?;https://youtu.be/XSyQCbKl4ns
2003-09-14;Faune;L'esturgeon : le poisson aux œufs d'or ;Catherine Breton ;Sabine, Fred et Jamy ;Vous connaissez très certainement le sévruga et le béluga. Ces esturgeons fréquentent la mer Caspienne et fournissent les caviars les plus renommés. Mais avez-vous déjà entendu parler du sturio ? Cet esturgeon-là peuplait autrefois les côtes européennes et fit la fortune des pêcheurs aquitains. Victime de son succès, il a aujourd'hui quasiment disparu de nos côtes. Fred, Jamy et Sabine sont dans l'estuaire de la Gironde et partent sur les traces de ce poisson que des scientifiques français tentent désespérément de sauvegarder. Ils nous ouvrent ensuite les portes d'un élevage d'esturgeons de Sibérie. Nous découvrons en leur compagnie comment sont prélevés - puis préparés - les centaines de milliers d'œufs qui se cachent dans le ventre des femelles. Nous les retrouvons enfin dans un célèbre restaurant, où ils nous expliquent comment se déguste le caviar. Nature, et à la petite cuiller s'il vous plaît !;https://youtu.be/o9SCFLt5MPU
2003-11-23;Faune;Les chauves-souris : le monde à l'envers !;Lorraine Subra-Moreau ;Sabine, Fred et Jamy ;Bien qu'elles aient des ailes, ce ne sont pas des oiseaux. Contrairement à ce que leur nom laisse présager, ce ne sont pas non plus des souris dépourvues de poils... Elles passent le plus clair de leur temps à dormir la tête en bas, à l'abri d'une grotte ou d'un grenier, et ne sortent que la nuit, car elles détestent la lumière. Elles repèrent leurs proies grâce aux ultrasons, mais ne sont pas aveugles pour autant... Surtout, elles ne méritent absolument pas la réputation de vampire qu'on leur a faite. La plupart se régalent de poires ou de mangues, raffolent des petits insectes... Seules trois espèces se nourrissent de sang. Et encore, d'un tout petit peu de sang ! Fred, Jamy et Sabine dressent le portrait d'un bien curieux mammifère volant : la chauve-souris.;https://youtu.be/8f3Txe6mjag
2003-12-07;Faune;Les huîtres, un coquillage bien élevé ;Lorraine Subra-Moreau ;Fred et Jamy ;Fred, Jamy et Sabine sont dans le bassin de Marennes d’Oléron, sur la côte Atlantique. Le paysage maritime y est entièrement façonné par la culture de l’huître. Chaque année, au rythme des marées, les ostréiculteurs – que l’on surnomme aussi les agriculteurs de la mer – produisent 39 000 tonnes de ces délicieux coquillages. Un record pour la France ! Une huître ça se bichonne… Au cours de sa vie, elle fera quelque 25 allers et retours entre la terre et la mer pour être nettoyée, façonnée et replacée… avant d’atterrir dans notre assiette. Fred a suivi l’élevage des huîtres, depuis la fixation des larves jusqu’à l’affinage qui donnera à l’huître adulte sa chair épaisse et son goût du terroir.;https://youtu.be/J-7CWe3_7Gc
2004-01-01;Faune;Les grands aquariums : une fenêtre sur l'océan;Catherine Breton ;Sabine, Fred et Jamy ;Les océans recouvrent 71% de notre planète. Cette immense étendue bleue abrite une biodiversité extraordinaire : plus de 170 000 espèces y ont été répertoriées. Et nous ne cessons d'en découvrir de nouvelles. A moins de pratiquer la plongée sous-marine, la meilleure manière de découvrir la richesse du milieu marin est de se rendre dans un grand aquarium. Cette semaine, C'est pas sorcier nous ouvre les portes de l'aquarium de La Rochelle.;https://youtu.be/RiYf6cl-j7g
2004-05-23;Faune;Les mammouths : la parole est à la défense ;Christophe Renon ;Sabine et Jamy ;Mammouth des steppes, mammouth de Colomb ou mammouth laineux... A quoi les mammouths ressemblaient-ils ? Sur quelles parties de la planète pouvait-on les croiser ? Avec quels animaux cohabitaient-ils ? Changement climatique, maladie ou chasse intensive... Par quel mystère ont-ils finalement disparu ? Le clonage pourra-t-il un jour les faire revenir ? Fred, Jamy et Sabine dressent le portrait de ce pachyderme mythique, disparu il y a 4000 ans.;https://youtu.be/GGJrISryHoM
2004-06-13;Faune;Poulpes fiction ;Thierry Boscheron ;Sabine et Jamy ;Poulpes, calmars et seiches sont des céphalopodes. Leur point commun ? Ils ont les pieds sur la tête ! Fred, Jamy et Sabine dressent le portrait de ces étonnants mollusques marins. Pourquoi les poulpes avancent-ils à reculons ? Comment les seiches se servent-elles de leur fameux os pour flotter ? A quoi le drôle de bec des céphalopodes leur sert-il ? Pourquoi l'encre visqueuse que recrache la seiche en cas de danger permet-elle de tromper l'ennemi ? D'où viennent les extraordinaires capacités mimétiques des céphalopodes ?;https://youtu.be/7YxsCCj5NC8
2004-11-14;Faune;Les cervidés;Vincent Basso-Bondini ;Fred et Jamy ;Les cervidés se comptent par centaines de milliers en France. Dans certaines régions, ils sont même en surpopulation. Pourtant, les occasions de les observer restent rares. Fred et Jamy se sont partis découvrir comment vivent ces animaux farouches. Ils sont au parc de la Haute Touche et au Château de Chambord. Cerf, daim, chevreuil, mais aussi renne, élan, wapiti et poudou... Qui sont ces cervidés ? Pourquoi les bois d'un cerf n'ont-ils rien à voir avec les cornes d'une vache ? D'où leur viennent ces excroissances qui ressemblent à des branches d'arbres ? Pourquoi les cerfs brament-ils en période de reproduction ? Et pourquoi, après avoir failli disparaître, sont-ils parfois si nombreux qu'ils menacent même certaines forêts ?;https://youtu.be/4TZlFHJkKbY
2005-01-23;Faune;Les perroquets ;Christophe Renon ;Sabine et Jamy ;Sabine et Jamy sont au parc des oiseaux de Villard les Dombes. Des grands aras des forêts amazoniennes aux cacatoès océaniens, en passant par les minuscules perruches australiennes, ils nous font découvrir l'extraordinaire diversité des perroquets. Pourquoi les perroquets ont-ils une morphologie très différente de celle des autres oiseaux ? Quel est le secret de leur plumage multicolore ? Pourquoi sont-ils de si bons acrobates ? D'où viennent leurs talents d'imitateurs ? Et pourquoi plus d'un tiers d'entre eux sont-ils aujourd'hui menacés de disparaître ?;https://youtu.be/aaHJ2MZKZC0
2005-01-30;Faune;La pêche : les poissons ont le mal de mer;Luc Baudonnière et Lorraine Subra-Moreau ;Fred et Jamy ;En une cinquantaine d'années, nous sommes passés de 15 millions de tonnes de poissons pêchés chaque année, à 90 millions... Victimes de cette surexploitation, les poissons du littoral se font de plus en plus rares. 10% des stocks mondiaux seraient épuisés. 18% surexploités. Les scientifiques estiment qu'il faudrait quatre ans d'un arrêt total de la pêche en mer pour que les poissons qui vivent au large des côtes européennes se régénèrent. Victimes à leur tour de cette baisse de rendements - et des quotas de pêche qui leurs sont désormais imposés - les pêcheurs français ont du mal à survivre. C'est pas sorcier a suivi pour nous une pêche artisanale au large des côtes bretonnes. Fred et Jamy nous expliquent comment on tente aujourd'hui d'équilibrer les activités de pêche et le renouvellement des populations de poissons.;https://youtu.be/badE82AVuhI
2005-04-09;Faune;Les chiens de traîneau, marathoniens des neiges;Vincent Basso-Bondini ;Sabine et Jamy ;Jamy et Sabine se sont lancés dans la grande Odyssée, une course de 1000 km qui entraîne quelque 250 chiens à travers la vallée de la Haute Maurienne et réunit les meilleurs conducteurs de traîneau du monde. Entre la grande histoire des expéditions polaires et une jolie leçon de pilotage de traîneau, ils nous font découvrir l'extraordinaire morphologie de ces chiens nordiques qui sont de véritables marathoniens des neiges.;https://youtu.be/vOWfE8SSBKg
2005-06-05;Faune;Phoques et otaries : à qui la palme ? ;Lorraine Subra-Moreau ;Sabine et Jamy ;Phoques et otaries sont des mammifères marins qui partagent leur vie entre terre et mer. Si les phoques se tortillent péniblement pour avancer sur la terre ferme, les otaries s'y comportent comme des quadrupèdes agiles et facétieux. Appuyée sur leurs quatre nageoires, elles sont même capables de courir plus vite qu'un homme ! Sous l'eau, ces carnivores au corps fuselé se révèlent de redoutables prédateurs. Résistant aux eaux les plus froides, ils supportent de longues plongées en apnée, descendent à plusieurs dizaines de mètres de profondeur et sont capables de pointes à 30 km/h. Sabine et Jamy nous dressent le portrait de ces torpilles des mers.;https://youtu.be/Ir7POkXctgY
2005-10-05;Faune;Hannetons, coccinelles et scarabées : les coléoptères;Luc Baudonnière ;Fred et Jamy ;Avec 350 000 espèces, les coléoptères représentent le quart des espèces animales de la planète ! Hannetons, coccinelles, scarabées, capricornes ou charançons... ces insectes aux ailes repliées sous leurs élytres - une sorte d'étui qui se referme sur le dos de l'animal - sont d'une incroyable variété. Avec leurs couleurs aux reflets métalliques et leur carapace lisse comme un miroir, certains ressemblent à de véritables bijoux. D'autres, comme le dynaste Hercule, aux cornes disproportionnées, sont équipés d'armures invraisemblables... et redoutables ! Fred et Jamy nous expliquent tout de la biologie de ces insectes passionnants.;https://youtu.be/IgpF1MtK8s0
2005-10-10;Faune;Les coraux : les sorciers cherchent la petite bête;Catherine Breton ;Fred et Jamy ;Les coraux ne sont ni des végétaux, ni de simples cailloux décoratifs... mais de minuscules animaux - des polypes - qui, pour la plupart, vivent en colonies de milliers d'individus. Ces lointains cousins de l'anémone et de la méduse doivent leur survie à une association avec une micro-algue à laquelle ils offrent protection et nourriture, et qui en échange leur fournit les nutriments essentiels à leur survie. Que cette fragile petite algue disparaisse... et les coraux se mettent à dépérir. Fred et Jamy sont partie en Nouvelle-Calédonie pour découvrir avec nous l'étonnante biologie de ces mystérieuses petites bêtes marines. Mission Les coraux les plus connus sont les coraux constructeurs : de générations en générations, ils édifient un squelette externe qui finit par former une véritable muraille sous-marine. Mais il en existe beaucoup d'autres ! Accompagné d'une spécialiste du corail - Claire Goiran - Fred plonge à la découverte des milliers d'espèces de ces animaux étranges qui se cachent sous les eaux de la Nouvelle-Calédonie. Il nous explique comment ils vivent, chassent et se reproduisent.;https://youtu.be/buhngDUi298
2005-10-12;Faune;Les récifs coralliens : trésors en péril ! ;Catherine Breton ;Fred et Jamy ;Entourés d'une équipe de scientifiques de l'Institut de Recherche et de Développement, ils nous font découvrir les 1600 kilomètres de récifs qui enserrent un immense lagon aux eaux translucides et abritent un écosystème marin d'une richesse exceptionnelle. Mission :Ce sont des colonies de petits animaux à tentacules qui sont à l'origine des récifs coralliens. Ces minuscules bestioles -- qu'on appelle des polypes - vivent regroupées par milliers à la surface d'un immense squelette de calcaire. Avec le temps, ce squelette s'érode, se creuse, se remodèle... et finit par offrir à la flore et à la faune marines une diversité d'habitats exceptionnelle. Imaginez ! Une espèce marine sur trois vivrait autour des récifs coralliens ! Eponges, oursins, poissons chirurgiens ou poissons papillons, mérous, murènes, raies ou requins... Rien que dans les lagons du sud-ouest de la Nouvelle Calédonie,  on a déjà recensé 20 000 espèces ! Malheureusement, l'équilibre de ces « forêts tropicales marines » est extrêmement précaire. Que la température de l'eau se modifie ou que les eaux se troublent... et les coraux se mettent à blanchir pour s'éteindre doucement. C'est alors tout l'écosystème qu'ils abritent qui risque de disparaître avec eux. Accompagné d'une équipe de scientifiques passionnés, Fred nous emmène à la découverte de ce milieu marin magnifique... et fragile.;https://youtu.be/ThosnJL1sho
2005-11-09;Faune;Ah, les vaches !;Vincent Basso-Bondini ;Sabine et Jamy ;Pour nos blondes d'Aquitaine, nos Limousines et nos Charolaises, tout a commencé il y a environ 8000 ans. Les vaches n'existent pas : ce sont encore des animaux sauvages, hauts sur pattes, cornus et impulsifs. Des aurochs. L'homme, qui a depuis peu décidé de poser ses valises pour devenir sédentaire, a l'idée de les capturer. Sans les abattre. Il les laissent se reproduire, conserve ceux qui offrent les meilleures dispositions pour la captivité. Nos aurochs changent à vue d'œil : ils deviennent plus gros, plus courts sur pattes, plus dociles... La vache et le taureau sont nés ! Et ils sont aujourd'hui plus de 700 espèces réparties sur toute la planète, à fournir leur lait, leur viande et leur force de traction. Cette semaine, Sabine et Jamy nous expliquent tout sur ces mammifères domestiques, qui ont considérablement évolué au fil des sélections.;https://youtu.be/DNSG7U5haU4
2006-01-01;Faune;Baleines, cachalots... plongée avec les grands cétacés;Luc Baudonnière ;Fred et Jamy ;Fred et Jamy partent à la découverte des mammifères géants qui peuplent les eaux de l'Archipel Antillais. République Dominicaine, Guadeloupe Baleines à bosse qui s'y réfugient pour mettre bas et élever leurs petits en toute sécurité, ou cachalots qui profitent des failles marines pour chasser dans les profondeurs... ils nous offrent une plongée mémorable avec ces titans magnifiques. Mission : Dans les eaux chaudes et abritées du récif corallien de Sylver bank, l'agitation règne. C'est ici que les baleines à bosse ont choisi de faire halte pour mettre au monde leurs petits et se reproduire. Entre parades de séduction et fragiles baleineaux, Fred est parti plonger au milieu de ces géants ailés...Nous le retrouvons ensuite au large de la côte sous le vent de la Guadeloupe. Là, il embarque avec des naturalistes passionnés qui observent de près des champions de la chasse en apnée : les cachalots.;https://youtu.be/3TshFfO6u7g
2006-01-01;Faune;Baleines en danger : c'est assez;Luc Baudonnière ;Fred et Jamy ;"Fred et Jamy sont partis à la rencontre des baleines à bosse et des cachalots, dans leur aire de reproduction, les Caraïbes. Ils nous expliquent pourquoi les cétacés sont en danger et quelles solutions peuvent être proposées afin de les protéger. En 1960, 90% des individus avaient été exterminés, résultat de la chasse intensive à la baleine. Convoitées pour l'exploitation de leur viande, de leur graisse et de leur huile, les Baleines ont depuis longtemps été chassées par l'homme. Du Japon à l'Amérique, en passant par l'Europe, ces sympathiques cétacés ont été décimés avec les débuts de l'industrialisation, au 19 ème et 20 ème siècle. Après la seconde guerre mondiale, ce sont 50 000 cétacés qui sont tués par an dans le monde. Aujourd'hui protégées de la chasse commerciale par la commission baleinière internationale, les baleines restent cependant ""menacées"" ou ""en danger d'extinction"". Quotas de prises non respectés, réchauffement climatique, pollution chimique et, même, pollution sonore, sont de la partie! Devant le peu de répit que l'homme laisse aux cétacés, le rétablissement des stocks d'origine est largement compromis. Fred termine son périple dans un bateau de Whale Watching, activité touristique discutable, qui permet chaque année à des milliers de gens d'aller observer les baleines de près.";https://youtu.be/uiEg1Gptg7U
2006-01-01;Faune;Les grands cétacés : des géants vulnérables;Luc Baudonnière ;Fred et Jamy ;INDISPO Montage initial rediffusé en deux épisodes de 26 minutes sur les baleines et cachalots. ;INDISPO
